cst_id,cst_key,cst_firstname,cst_lastname,cst_marital_status,cst_gndr,cst_create_date
'15701','AW00015701','Jillian','Kapoor','M','F','46026'
'15702','AW00015702','Ruth','Mehta','M','F','46026'
'15703','AW00015703','Alison','Chande','M','F','46026'
'15704','AW00015704','Peter','Luo','S','M','46026'
'15705','AW00015705','Gabriel','Simmons','M','M','46026'
'15706','AW00015706','Tina','Arthur','M','F','46026'
'15707','AW00015707','Robin','Rubio','M','F','46026'
'15708','AW00015708','Nina','Jai','M','F','46026'
'15709','AW00015709','Chelsea','Prasad','M','F','46026'
'15710','AW00015710','Brandy','Rana','M','F','46026'
'15711','AW00015711','Jeffery','Liang','M','M','46026'
'15712','AW00015712','Whitney','Chandra','M','F','46026'
'15713','AW00015713','Hannah','Lee','M','F','46026'
'15714','AW00015714','Bethany','Pal','S','F','46026'
'15715','AW00015715','Isabella','Adams','S','F','46026'
'15716','AW00015716','Roy','Madan','S','M','46026'
'15717','AW00015717','Alexia','Henderson','S','F','46026'
'15718','AW00015718','Heather','Lin','M','F','46026'
'15719','AW00015719','Lacey','Liang','M','F','46026'
'15720','AW00015720','Jaime','Ramos','M','F','46026'
'15721','AW00015721','Cara','Guo','S','F','46026'
'15722','AW00015722','Angela','Jenkins','M','F','46026'
'15723','AW00015723','Kate','Deng','M','F','46026'
'15724','AW00015724','Roger','She','S','M','46026'
'15725','AW00015725','Trevor','Price','M','M','46026'
'15726','AW00015726','Faith','Barnes','M','F','46026'
'15727','AW00015727','Alisha','Zeng','M','F','46026'
'15728','AW00015728','Keith','Sharma','M','M','46026'
'15729','AW00015729','Mayra','Suri','M','F','46026'
'15730','AW00015730','Philip','Dominguez','M','M','46026'
'15731','AW00015731','Corey','Chavez','S','M','46026'
'15732','AW00015732','Sandra','Zhu','M','F','46026'
'15733','AW00015733','Leslie','Ramos','M','F','46026'
'15734','AW00015734','Alicia','Lal','M','F','46026'
'15735','AW00015735','Lori','Blanco','M','F','46026'
'15736','AW00015736','Sheena','Raje','M','F','46026'
'15737','AW00015737','Alexander','Robinson','S','M','46026'
'15738','AW00015738','Abigail','Miller','M','F','46026'
'15739','AW00015739','Garrett','Rogers','M','M','46026'
'15740','AW00015740','Johnny','Kumar','M','M','46026'
'15741','AW00015741','Isabella','Allen','M','F','46026'
'15742','AW00015742','Grace','Thompson','M','F','46026'
'15743','AW00015743','Chloe','Thompson','M','F','46026'
'15744','AW00015744','Angela','Gray','M','F','46026'
'15745','AW00015745','Julian','Hayes','M','M','46026'
'15746','AW00015746','Emily','Walker','M','F','46026'
'15747','AW00015747','Evan','Nelson','M','M','46026'
'15748','AW00015748','Austin','Jenkins','M','M','46026'
'15749','AW00015749','Grace','Brown','S','F','46026'
'15750','AW00015750','Kaitlin','Martinez','M','F','46026'
'15751','AW00015751','Kristen','Xu','S','F','46026'
'15752','AW00015752','Bobby','Rodriguez','M','M','46026'
'15753','AW00015753','Margaret','Li','S','F','46026'
'15754','AW00015754','Crystal','Xu','S','F','46026'
'15755','AW00015755','Connor','Flores','M','M','46026'
'15756','AW00015756','Kari','Gutierrez','S','F','46026'
'15757','AW00015757','Edwin','Ferrier','S','M','46026'
'15758','AW00015758','Arturo','Andersen','M','M','46026'
'15759','AW00015759','Erin','Brooks','M','F','46026'
'15760','AW00015760','Richard','James','M','M','46026'
'15761','AW00015761','Xavier','Thompson','S','M','46026'
'15762','AW00015762','Garrett','Stewart','S','M','46026'
'15763','AW00015763','Xavier','Young','M','M','46026'
'15764','AW00015764','Louis','Guo','S','M','46026'
'15765','AW00015765','Gilbert','Deng','M','M','46026'
'15766','AW00015766','Priscilla','Black','S','F','46026'
'15767','AW00015767','George','Prasad','S','M','46026'
'15768','AW00015768','Victoria','Walker','M','F','46026'
'15769','AW00015769','Kelly','Coleman','M','F','46026'
'15770','AW00015770','Xavier','Brooks','S','M','46026'
'15771','AW00015771','Maria','Diaz','M','F','46026'
'15772','AW00015772','Christopher','Anderson','M','M','46026'
'15773','AW00015773','Dylan','Jenkins','M','M','46026'
'15774','AW00015774','Natalie','Kelly','M','F','46026'
'15775','AW00015775','Michelle','Ward','M','F','46026'
'15776','AW00015776','Jesse','Mitchell','M','M','46026'
'15777','AW00015777','Brianna','Smith','M','F','46026'
'15778','AW00015778','José','Miller','S','M','46026'
'15779','AW00015779','Jackson','Hayes','M','M','46026'
'15780','AW00015780','Claudia','McDonald','M','F','46026'
'15781','AW00015781','Blake','Evans','M','M','46026'
'15782','AW00015782','Katelyn','Collins','M','F','46026'
'15783','AW00015783','David','Alexander','M','M','46026'
'15784','AW00015784','Rebekah','Vazquez','M','F','46026'
'15785','AW00015785','Edwin','Zhang','S','M','46026'
'15786','AW00015786','Marshall','Andersen','M','M','46026'
'15787','AW00015787','Cynthia','Gonzalez','S','F','46026'
'15788','AW00015788','Barbara','Li','S','F','46026'
'15789','AW00015789','Steve','Schmidt','S','F','46026'
'15790','AW00015790','Colin','Xu','S','M','46026'
'15791','AW00015791','Megan','Long','M','F','46026'
'15792','AW00015792','Ernest','Zhou','M','M','46026'
'15793','AW00015793','Renee','Navarro','S','F','46026'
'15794','AW00015794','Tonya','Chander','M','F','46026'
'15795','AW00015795','Diane','Munoz','M','F','46026'
'15796','AW00015796','Edward','Hayes','M','M','46026'
'15797','AW00015797','Isaac','Cox','M','M','46026'
'15798','AW00015798','Anne','Munoz','S','F','46026'
'15799','AW00015799','Victoria','Anderson','M','F','46026'
'15800','AW00015800','Alberto','Serrano','S','M','46026'
'15801','AW00015801','Katrina','Shen','S','F','46026'
'15802','AW00015802','Bridget','Kumar','S','F','46026'
'15803','AW00015803','Bradley','Goel','M','M','46026'
'15804','AW00015804','Brittney','Liu','M','F','46026'
'15805','AW00015805','Dawn','Lin','M','F','46026'
'15806','AW00015806','Devin','Allen','M','M','46026'
'15807','AW00015807','Scot','Schulte','S','M','46026'
'15808','AW00015808','Natasha','Blanco','M','F','46026'
'15809','AW00015809','Christian','Sharma','M','M','46026'
'15810','AW00015810','Regina','Kapoor','M','F','46026'
'15811','AW00015811','Barbara','Schultz','M','M','46026'
'15812','AW00015812','Logan','Allen','M','M','46026'
'15813','AW00015813','Julian','Diaz','S','M','46026'
'15814','AW00015814','Monica','Subram','S','F','46026'
'15815','AW00015815','Nicole','Price','S','F','46026'
'15816','AW00015816','Victoria','Miller','M','F','46026'
'15817','AW00015817','Chloe','Alexander','S','F','46026'
'15818','AW00015818','Stanley','Perez','M','M','46026'
'15819','AW00015819','Savannah','Cox','S','F','46026'
'15820','AW00015820','Chase','Ward','M','M','46026'
'15821','AW00015821','Logan','Anderson','S','M','46026'
'15822','AW00015822','Damien','Zhu','M','M','46026'
'15823','AW00015823','Sharon','Tang','S','F','46026'
'15824','AW00015824','Lindsay','Kumar','S','F','46026'
'15825','AW00015825','Angela','Simmons','S','F','46026'
'15826','AW00015826','Marissa','Price','S','F','46026'
'15827','AW00015827','Danielle','Ward','S','F','46026'
'15828','AW00015828','Robyn','Ramos','M','F','46026'
'15829','AW00015829','Devin','Diaz','S','M','46026'
'15830','AW00015830','Naomi','Alonso','M','F','46026'
'15831','AW00015831','Omar','He','M','M','46026'
'15832','AW00015832','Manuel','Martinez','S','M','46026'
'15833','AW00015833','Tabitha','Kovar','S','F','46026'
'15834','AW00015834','Rebecca','Green','S','F','46026'
'15835','AW00015835','Marcus','Smith','S','M','46026'
'15836','AW00015836','Devin','Jackson','S','M','46026'
'15837','AW00015837','Julia','Johnston','S','F','46026'
'15838','AW00015838','Julia','Taylor','S','F','46026'
'15839','AW00015839','William','Taylor','S','M','46026'
'15840','AW00015840','Natalie','Peterson','M','F','46026'
'15841','AW00015841','Luis','Shan','S','M','46026'
'15842','AW00015842','Haley','Gray','M','F','46026'
'15843','AW00015843','Caleb','Wright','S','M','46026'
'15844','AW00015844','Megan','Brown','M','F','46026'
'15845','AW00015845','Mackenzie','Carter','M','F','46026'
'15846','AW00015846','Julian','Flores','S','M','46026'
'15847','AW00015847','Edward','White','M','M','46026'
'15848','AW00015848','Gabrielle','Hernandez','M','F','46026'
'15849','AW00015849','Destiny','Kelly','S','F','46026'
'15850','AW00015850','Rachel','Bradley','S','F','46026'
'15851','AW00015851','Taylor','Anderson','S','F','46026'
'15852','AW00015852','Oscar','Henderson','S','M','46026'
'15853','AW00015853','Jasmine','Brown','M','F','46026'
'15854','AW00015854','Miranda','Wood','M','F','46026'
'15855','AW00015855','Noah','Jones','M','M','46026'
'15856','AW00015856','Luis','Gonzales','M','M','46026'
'15857','AW00015857','Isabella','White','S','F','46026'
'15858','AW00015858','Jonathan','Parker','M','M','46026'
'15859','AW00015859','Abigail','Ramirez','S','F','46026'
'15860','AW00015860','Joe','Moreno','S','M','46026'
'15861','AW00015861','Damien','Zhao','S','M','46026'
'15862','AW00015862','Sriniwa','Narayanan','S','F','46026'
'15863','AW00015863','Adam','Scott','M','M','46026'
'15864','AW00015864','Lauren','Bailey','S','F','46026'
'15865','AW00015865','Isabel','Price','S','F','46026'
'15866','AW00015866','Abigail','White','S','F','46026'
'15867','AW00015867','Victoria','White','S','F','46026'
'15868','AW00015868','Caleb','Lal','S','M','46026'
'15869','AW00015869','Alexandra','Hall','S','F','46026'
'15870','AW00015870','Zoe','Howard','S','F','46026'
'15871','AW00015871','Ryan','Jai','M','M','46026'
'15872','AW00015872','Gabriella','Gonzalez','M','F','46026'
'15873','AW00015873','Hailey','Richardson','M','F','46026'
'15874','AW00015874','Samuel','Martin','M','M','46026'
'15875','AW00015875','Devin','Morris','M','M','46026'
'15876','AW00015876','Eduardo','Turner','M','M','46026'
'15877','AW00015877','Jordan','Perez','M','M','46026'
'15878','AW00015878','Kevin','Flores','M','M','46026'
'15879','AW00015879','Tyler','Wilson','M','M','46026'
'15880','AW00015880','Patrick','Bailey','M','M','46026'
'15881','AW00015881','Destiny','Williams','M','F','46026'
'15882','AW00015882','Maurice','Xie','S','M','46026'
'15883','AW00015883','Tristan','Coleman','M','M','46026'
'15884','AW00015884','Dakota','Bradley','M','M','46026'
'15885','AW00015885','Garrett','Sanchez','S','M','46026'
'15886','AW00015886','Matthew','Brown','S','M','46026'
'15887','AW00015887','Deanna','Vazquez','M','F','46026'
'15888','AW00015888','Amanda','Richardson','M','F','46026'
'15889','AW00015889','Robert','Wright','M','M','46026'
'15890','AW00015890','James','Russell','S','M','46026'
'15891','AW00015891','Jordan','Lopez','M','M','46026'
'15892','AW00015892','Pamela','Srini','S','F','46026'
'15893','AW00015893','Yolanda','Xu','M','F','46026'
'15894','AW00015894','Joanna','Gutierrez','M','F','46026'
'15895','AW00015895','Sophia','Parker','S','F','46026'
'15896','AW00015896','Samuel','Jones','M','M','46026'
'15897','AW00015897','Haley','Cooper','S','F','46026'
'15898','AW00015898','Isaiah','Gonzalez','M','M','46026'
'15899','AW00015899','Ian','James','M','M','46026'
'15900','AW00015900','Wyatt','Roberts','S','M','46026'
'15901','AW00015901','Taylor','Bryant','S','F','46026'
'15902','AW00015902','Robert','Diaz','M','M','46026'
'15903','AW00015903','Abigail','Barnes','M','F','46026'
'15904','AW00015904','Janice','Bennett','M','F','46026'
'15905','AW00015905','Taylor','Taylor','S','F','46026'
'15906','AW00015906','Kaitlyn','Lewis','S','F','46026'
'15907','AW00015907','Steven','Bailey','M','M','46026'
'15908','AW00015908','David','Wilson','M','M','46026'
'15909','AW00015909','Cassidy','Ross','M','F','46026'
'15910','AW00015910','Caleb','Hughes','M','M','46026'
'15911','AW00015911','Maria','Baker','M','F','46026'
'15912','AW00015912','Mya','Simmons','S','F','46026'
'15913','AW00015913','Antonio','Hughes','M','M','46026'
'15914','AW00015914','Logan','Bryant','S','M','46026'
'15915','AW00015915','Alex','Cox','S','M','46026'
'15916','AW00015916','Brandon','Walker','M','M','46026'
'15917','AW00015917','Emily','White','M','F','46026'
'15918','AW00015918','Roberto','Ruiz','S','M','46026'
'15919','AW00015919','Rebekah','Prasad','M','F','46026'
'15920','AW00015920','Colin','Wu','S','M','46026'
'15921','AW00015921','Donald','Patel','S','M','46026'
'15922','AW00015922','Roger','Kumar','M','M','46026'
'15923','AW00015923','Ricardo','Raje','S','M','46026'
'15924','AW00015924','Omar','Wang','M','M','46026'
'15925','AW00015925','Stanley','Subram','M','M','46026'
'15926','AW00015926','Donna','Deng','S','F','46026'
'15927','AW00015927','Gilbert','Huang','S','M','46026'
'15928','AW00015928','Priscilla','Pal','S','F','46026'
'15929','AW00015929','Karla','Raji','M','F','46026'
'15930','AW00015930','Tiffany','He','M','F','46026'
'15931','AW00015931','Micah','Xu','M','M','46026'
'15932','AW00015932','Tabitha','Jimenez','M','F','46026'
'15933','AW00015933','Clinton','Dominguez','S','M','46026'
'15934','AW00015934','Nichole','Raji','S','F','46026'
'15935','AW00015935','Amber','King','M','F','46026'
'15936','AW00015936','Abigail','Johnson','M','F','46026'
'15937','AW00015937','Grace','Lewis','M','F','46026'
'15938','AW00015938','Sean','Collins','M','M','46026'
'15939','AW00015939','Jennifer','Brown','M','F','46026'
'15940','AW00015940','Jack','Bryant','M','M','46026'
'15941','AW00015941','Bailey','Brooks','S','F','46026'
'15942','AW00015942','Lucas','Rodriguez','M','M','46026'
'15943','AW00015943','Richard','Watson','M','M','46026'
'15944','AW00015944','Damien','Lu','M','M','46026'
'15945','AW00015945','Alexandria','Kelly','M','F','46026'
'15946','AW00015946','Wyatt','Wilson','S','M','46026'
'15947','AW00015947','Michelle','Blue','M','F','46026'
'15948','AW00015948','Angela','Hughes','S','F','46026'
'15949','AW00015949','Katherine','Green','M','F','46026'
'15950','AW00015950','Erin','Peterson','M','F','46026'
'15951','AW00015951','Jenna','Baker','M','F','46026'
'15952','AW00015952','Evan','Cooper','M','M','46026'
'15953','AW00015953','Julio','Moreno','M','M','46026'
'15954','AW00015954','Marshall','Deng','M','M','46026'
'15955','AW00015955','Neil','Ortega','M','M','46026'
'15956','AW00015956','Ryan','Li','M','M','46026'
'15957','AW00015957','Samuel','Ross','S','M','46026'
'15958','AW00015958','Nicole','Ross','M','F','46026'
'15959','AW00015959','Logan','Rodriguez','M','M','46026'
'15960','AW00015960','Brianna','Bryant','M','F','46026'
'15961','AW00015961','Ashley','Walker','S','F','46026'
'15962','AW00015962','Benjamin','Winter','S','M','46026'
'15963','AW00015963','Madison','Smith','S','F','46026'
'15964','AW00015964','Steven','Cox','S','M','46026'
'15965','AW00015965','Jennifer','Watson','S','F','46026'
'15966','AW00015966','Natalie','Foster','M','F','46026'
'15967','AW00015967','Dakota','Diaz','M','M','46026'
'15968','AW00015968','Edward','Gonzalez','S','M','46026'
'15969','AW00015969','Sean','Murphy','S','M','46026'
'15970','AW00015970','Samuel','Thompson','S','M','46026'
'15971','AW00015971','Ryan','Jenkins','M','M','46026'
'15972','AW00015972','Caitlin','Bailey','M','F','46026'
'15973','AW00015973','Christopher','Garcia','M','M','46026'
'15974','AW00015974','Marcus','Green','M','M','46026'
'15975','AW00015975','Gabrielle','Collins','S','F','46026'
'15976','AW00015976','Kristopher','Patel','S','M','46026'
'15977','AW00015977','Julia','Harris','M','F','46026'
'15978','AW00015978','Xavier','Walker','M','M','46026'
'15979','AW00015979','Nicole','Cook','M','F','46026'
'15980','AW00015980','Gabrielle','Morgan','S','F','46026'
'15981','AW00015981','Gabriel','Powell','S','M','46026'
'15982','AW00015982','Jose','Evans','M','M','46026'
'15983','AW00015983','Alexis','Ross','M','F','46026'
'15984','AW00015984','Nathan','Wright','M','M','46026'
'15985','AW00015985','Devin','Johnson','M','M','46026'
'15986','AW00015986','Dalton','Sanchez','S','M','46026'
'15987','AW00015987','Nicole','Kelly','M','F','46026'
'15988','AW00015988','Edward','Moore','M','M','46026'
'15989','AW00015989','Savannah','Campbell','M','F','46026'
'15990','AW00015990','Eduardo','Richardson','S','M','46026'
'15991','AW00015991','David','Taylor','M','M','46026'
'15992','AW00015992','Isabelle','Alexander','S','F','46026'
'15993','AW00015993','Spencer','Coleman','M','M','46026'
'15994','AW00015994','Olivia','Blue','M','F','46026'
'15995','AW00015995','Kaitlyn','Johnson','M','F','46026'
'15996','AW00015996','Emily','Barnes','M','F','46026'
'15997','AW00015997','Melissa','Jenkins','M','F','46026'
'15998','AW00015998','Marissa','Flores','M','F','46026'
'15999','AW00015999','Maria','Hill','M','F','46026'
'16000','AW00016000','Gabrielle','Ramirez','M','F','46026'
'16001','AW00016001','Ricardo','Pal','M','M','46026'
'16002','AW00016002','Paige','Hayes','M','F','46026'
'16003','AW00016003','Carol','Robinson','M','F','46026'
'16004','AW00016004','Joe','Martinez','M','M','46026'
'16005','AW00016005','Jordan','Hill','S','M','46026'
'16006','AW00016006','Angelica','Henderson','M','F','46026'
'16007','AW00016007','Janelle','Gonzalez','M','F','46026'
'16008','AW00016008','Morgan','Allen','M','F','46026'
'16009','AW00016009','Matthew','Martinez','S','M','46026'
'16010','AW00016010','Nicole','Wood','M','F','46026'
'16011','AW00016011','Maria','Murphy','M','F','46026'
'16012','AW00016012','Grace','Cooper','S','F','46026'
'16013','AW00016013','Xavier','Williams','S','M','46026'
'16014','AW00016014','Christopher','Wilson','M','M','46026'
'16015','AW00016015','Jessica','Cooper','S','F','46026'
'16016','AW00016016','Bradley','She','M','M','46026'
'16017','AW00016017','Jeremy','Ramirez','M','M','46026'
'16018','AW00016018','Emma','Henderson','S','F','46026'
'16019','AW00016019','Amber','Hernandez','S','F','46026'
'16020','AW00016020','Thomas','Diaz','M','M','46026'
'16021','AW00016021','Shelby','Sanchez','S','F','46026'
'16022','AW00016022','Devin','Hernandez','S','M','46026'
'16023','AW00016023','Willie','Zhang','S','M','46026'
'16024','AW00016024','Isaac','Hill','M','M','46026'
'16025','AW00016025','Jorge','Sun','M','M','46026'
'16026','AW00016026','Byron','Jiménez','M','M','46026'
'16027','AW00016027','Anne','Vazquez','M','F','46026'
'16028','AW00016028','Cody','Cooper','M','M','46026'
'16029','AW00016029','Abby','Patel','M','F','46026'
'16030','AW00016030','Max','Martin','M','M','46026'
'16031','AW00016031','Ian','Allen','M','M','46026'
'16032','AW00016032','Colin','Chavez','M','M','46026'
'16033','AW00016033','Erica','Lin','M','F','46026'
'16034','AW00016034','Pamela','Suri','M','F','46026'
'16035','AW00016035','Sebastian','Morgan','M','M','46026'
'16036','AW00016036','Maria','Long','M','F','46026'
'16037','AW00016037','Melissa','Kelly','M','F','46026'
'16038','AW00016038','Roy','Sai','M','M','46026'
'16039','AW00016039','Steve','Yang','M','M','46026'
'16040','AW00016040','Casey','Gill','M','M','46026'
'16041','AW00016041','Pedro','Raman','S','M','46026'
'16042','AW00016042','Ian','Hall','S','M','46026'
'16043','AW00016043','Mathew','Romero','S','M','46026'
'16044','AW00016044','Connie','Rai','M','F','46026'
'16045','AW00016045','Evelyn','Sara','M','F','46026'
'16046','AW00016046','Robyn','Gomez','S','F','46026'
'16047','AW00016047','Taylor','Johnson','M','F','46026'
'16048','AW00016048','Kelli','Yang','S','F','46026'
'16049','AW00016049','Ashlee','Nara','M','F','46026'
'16050','AW00016050','Reginald','Moreno','M','M','46026'
'16051','AW00016051','Leonard','Xu','M','M','46026'
'16052','AW00016052','Danny','Gutierrez','M','M','46026'
'16053','AW00016053','Frederick','Perez','M','M','46026'
'16054','AW00016054','Hector','Ortega','S','M','46026'
'16055','AW00016055','Ryan','Lee','M','M','46026'
'16056','AW00016056','Alison','Shan','M','F','46026'
'16057','AW00016057','Michele','Gomez','M','F','46026'
'16058','AW00016058','Margaret','Zhang','M','F','46026'
'16059','AW00016059','Jésus','Carlson','M','M','46026'
'16060','AW00016060','Antonio','Griffin','M','M','46026'
'16061','AW00016061','Miguel','Butler','M','M','46026'
'16062','AW00016062','Katherine','Johnson','M','F','46026'
'16063','AW00016063','Francisco','Kapoor','M','M','46026'
'16064','AW00016064','Isabella','Griffin','M','F','46026'
'16065','AW00016065','Makayla','Torres','S','F','46026'
'16066','AW00016066','Alex','Ramirez','M','M','46026'
'16067','AW00016067','Maria','Butler','S','F','46026'
'16068','AW00016068','Jerry','Shen','S','M','46026'
'16069','AW00016069','Brianna','Hall','S','F','46026'
'16070','AW00016070','Sierra','Phillips','S','F','46026'
'16071','AW00016071','Taylor','Rodriguez','M','F','46026'
'16072','AW00016072','Caleb','Evans','M','M','46026'
'16073','AW00016073','Miranda','Bryant','S','F','46026'
'16074','AW00016074','Caleb','Roberts','M','M','46026'
'16075','AW00016075','Alexis','Johnson','S','F','46026'
'16076','AW00016076','Catherine','Rogers','M','F','46026'
'16077','AW00016077','Stephanie','Rogers','M','F','46026'
'16078','AW00016078','Nicole','James','M','F','46026'
'16079','AW00016079','Natalie','Carter','M','F','46026'
'16080','AW00016080','Oscar','Patterson','S','M','46026'
'16081','AW00016081','Arturo','Cai','M','M','46026'
'16082','AW00016082','Autumn','Zeng','S','F','46026'
'16083','AW00016083','Mindy','Raje','M','F','46026'
'16084','AW00016084','Allison','Wright','S','F','46026'
'16085','AW00016085','Trevor','Gonzales','M','M','46026'
'16086','AW00016086','Charles','Watson','M','M','46026'
'16087','AW00016087','Micah','Chen','S','M','46026'
'16088','AW00016088','Bryce','Sanders','S','M','46026'
'16089','AW00016089','Lucas','Brooks','M','M','46026'
'16090','AW00016090','Emma','White','S','F','46026'
'16091','AW00016091','Alyssa','Lewis','S','F','46026'
'16092','AW00016092','Jessica','Bryant','M','F','46026'
'16093','AW00016093','Kaitlyn','Morris','S','F','46026'
'16094','AW00016094','Kayla','Brown','S','F','46026'
'16095','AW00016095','Marcus','Garcia','M','M','46026'
'16096','AW00016096','Kenneth','She','M','M','46026'
'16097','AW00016097','Jessica','Stewart','S','F','46026'
'16098','AW00016098','Jasmine','Diaz','M','F','46026'
'16099','AW00016099','Julian','Jenkins','M','M','46026'
'16100','AW00016100','Jose','Johnson','S','M','46026'
'16101','AW00016101','Mary','Lopez','M','F','46026'
'16102','AW00016102','Marcus','Alexander','S','M','46026'
'16103','AW00016103','Haley','Hill','S','F','46026'
'16104','AW00016104','Jordan','Hernandez','S','F','46026'
'16105','AW00016105','Kristy','Diaz','S','F','46026'
'16106','AW00016106','Ian','Barnes','M','M','46026'
'16107','AW00016107','Jordan','Edwards','S','F','46026'
'16108','AW00016108','Bryce','Howard','S','M','46026'
'16109','AW00016109','Adam','Turner','S','M','46026'
'16110','AW00016110','Brandon','Long','M','M','46026'
'16111','AW00016111','Allison','Green','S','F','46026'
'16112','AW00016112','Frank','Munoz','S','M','46026'
'16113','AW00016113','Roger','Lal','S','M','46026'
'16114','AW00016114','Gavin','Ross','M','M','46026'
'16115','AW00016115','Jennifer','Diaz','S','F','46026'
'16116','AW00016116','Begoña','Hurtado','S','M','46026'
'16117','AW00016117','Brad','Lal','M','M','46026'
'16118','AW00016118','James','Wright','M','M','46026'
'16119','AW00016119','Hailey','Watson','M','F','46026'
'16120','AW00016120','Bryce','Ramirez','M','M','46026'
'16121','AW00016121','Kaitlyn','Ross','M','F','46026'
'16122','AW00016122','Jason','Phillips','M','M','46026'
'16123','AW00016123','Natalie','Patterson','M','F','46026'
'16124','AW00016124','Eduardo','Murphy','M','M','46026'
'16125','AW00016125','Victoria','Watson','M','F','46026'
'16126','AW00016126','Faith','Kelly','M','F','46026'
'16127','AW00016127','Amanda','Edwards','M','F','46026'
'16128','AW00016128','Destiny','Ward','M','F','46026'
'16129','AW00016129','Jordyn','Russell','S','F','46026'
'16130','AW00016130','Mike','Seamans','S','F','46026'
'16131','AW00016131','Albert','Romero','S','M','46026'
'16132','AW00016132','Sierra','Nelson','M','F','46026'
'16133','AW00016133','Dylan','Simmons','S','M','46026'
'16134','AW00016134','Roy','Hernandez','S','M','46026'
'16135','AW00016135','Chelsea','Raman','S','F','46026'
'16136','AW00016136','George','Srini','S','M','46026'
'16137','AW00016137','Timothy','King','S','M','46026'
'16138','AW00016138','David','Butler','S','M','46026'
'16139','AW00016139','Jacqueline','Alexander','M','F','46026'
'16140','AW00016140','Seth','Harris','M','M','46026'
'16141','AW00016141','Shelby','Ramirez','M','F','46026'
'16142','AW00016142','Sophia','King','S','F','46026'
'16143','AW00016143','Sara','Evans','M','F','46026'
'16144','AW00016144','Patrick','Kelly','M','M','46026'
'16145','AW00016145','Sydney','Anderson','S','F','46026'
'16146','AW00016146','Jacquelyn','Saunders','M','F','46026'
'16147','AW00016147','Nathan','Griffin','M','M','46026'
'16148','AW00016148','Karen','Walker','M','F','46026'
'16149','AW00016149','Dalton','Perry','S','M','46026'
'16150','AW00016150','Nicole','Thompson','M','F','46026'
'16151','AW00016151','Chloe','Sanchez','M','F','46026'
'16152','AW00016152','Katherine','Evans','M','F','46026'
'16153','AW00016153','Eric','Jai','M','M','46026'
'16154','AW00016154','Jennifer','Scott','M','F','46026'
'16155','AW00016155','Joan','Jenkins','M','F','46026'
'16156','AW00016156','Javier','Hernandez','M','M','46026'
'16157','AW00016157','Cindy','Raman','M','F','46026'
'16158','AW00016158','Kathleen','Gomez','M','F','46026'
'16159','AW00016159','Mindy','Goldberg','M','F','46026'
'16160','AW00016160','Erika','Hernandez','M','F','46026'
'16161','AW00016161','Jodi','Deng','M','F','46026'
'16162','AW00016162','Mackenzie','Morgan','S','F','46026'
'16163','AW00016163','Willie','Chande','S','M','46026'
'16164','AW00016164','Amy','Liang','S','F','46026'
'16165','AW00016165','Jenny','Liu','M','F','46026'
'16166','AW00016166','April','Goel','M','F','46026'
'16167','AW00016167','Devin','Moore','M','M','46026'
'16168','AW00016168','Kathryn','Ashe','M','F','46026'
'16169','AW00016169','Dennis','Lin','S','M','46026'
'16170','AW00016170','Juan','Rubio','S','M','46026'
'16171','AW00016171','Bruce','Ruiz','M','M','46026'
'16172','AW00016172','Janelle','Perez','S','F','46026'
'16173','AW00016173','Cory','Rana','M','M','46026'
'16174','AW00016174','Melinda','Hernandez','S','F','46026'
'16175','AW00016175','Tony','Shan','S','M','46026'
'16176','AW00016176','Michele','Torres','S','F','46026'
'16177','AW00016177','Bethany','Nath','S','F','46026'
'16178','AW00016178','Alfredo','Carlson','M','M','46026'
'16179','AW00016179','Jamie','Zhao','S','F','46026'
'16180','AW00016180','Kyle','Perez','S','M','46026'
'16181','AW00016181','Daisy','Rubio','S','F','46026'
'16182','AW00016182','Louis','Sun','M','M','46026'
'16183','AW00016183','Tanya','Carlson','S','F','46026'
'16184','AW00016184','Christine','She','M','F','46026'
'16185','AW00016185','Grant','Raji','S','M','46026'
'16186','AW00016186','Bethany','Raji','S','F','46026'
'16187','AW00016187','Louis','Hu','S','M','46026'
'16188','AW00016188','Teresa','Torres','S','F','46026'
'16189','AW00016189','Amanda','Hughes','M','F','46026'
'16190','AW00016190','Lance','Alvarez','S','M','46026'
'16191','AW00016191','Margaret','Zeng','S','F','46026'
'16192','AW00016192','Marie','Lopez','S','F','46026'
'16193','AW00016193','Victor','Rubio','S','M','46026'
'16194','AW00016194','Katie','Deng','S','F','46026'
'16195','AW00016195','Abby','Perez','M','F','46026'
'16196','AW00016196','Kurt','Raheem','M','M','46026'
'16197','AW00016197','Heidi','Prasad','S','F','46026'
'16198','AW00016198','Arthur','Navarro','S','M','46026'
'16199','AW00016199','Terrence','Xie','S','M','46026'
'16200','AW00016200','Julia','Edwards','S','F','46026'
'16201','AW00016201','Ross','Martin','S','M','46026'
'16202','AW00016202','Kenneth','Jai','S','M','46026'
'16203','AW00016203','Warren','Raje','S','M','46026'
'16204','AW00016204','Terrence','Anand','S','M','46026'
'16205','AW00016205','Melanie','Sanders','S','F','46026'
'16206','AW00016206','Cindy','Lewis','S','F','46026'
'16207','AW00016207','Jordan','Shan','S','M','46026'
'16208','AW00016208','Ruth','Chandra','S','F','46026'
'16209','AW00016209','Carolyn','Alvarez','S','F','46026'
'16210','AW00016210','Olivia','Cooper','S','F','46026'
